round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
113,18,50,2,5,0.9067,0.7826,0.9615,0.8372,0.9431
114,15,51,2,7,0.88,0.6818,0.9623,0.7692,0.9691
115,10,52,9,4,0.8267,0.7143,0.8525,0.6061,0.8923
116,14,48,6,7,0.8267,0.6667,0.8889,0.6829,0.8651
117,22,44,5,4,0.88,0.8462,0.898,0.8302,0.9341
118,10,53,2,10,0.84,0.5,0.9636,0.625,0.9545
119,11,54,2,8,0.8667,0.5789,0.9643,0.6875,0.969
120,14,46,10,5,0.8,0.7368,0.8214,0.6512,0.8703
121,9,51,9,6,0.8,0.6,0.85,0.5455,0.8756
122,14,42,8,11,0.7467,0.56,0.84,0.5957,0.8568
123,12,56,3,4,0.9067,0.75,0.9492,0.7742,0.9693
124,17,43,8,7,0.8,0.7083,0.8431,0.6939,0.8668
125,16,50,5,4,0.88,0.8,0.9091,0.7805,0.9464
126,19,44,7,5,0.84,0.7917,0.8627,0.76,0.9485
127,16,47,7,5,0.84,0.7619,0.8704,0.7273,0.9039
128,14,53,4,4,0.8933,0.7778,0.9298,0.7778,0.9561
129,18,46,6,5,0.8533,0.7826,0.8846,0.766,0.9348
130,15,50,5,5,0.8667,0.75,0.9091,0.75,0.9164
131,11,49,4,11,0.8,0.5,0.9245,0.5946,0.8816
132,17,47,3,8,0.8533,0.68,0.94,0.7556,0.924
133,22,46,2,5,0.9067,0.8148,0.9583,0.8627,0.9221
134,11,47,6,11,0.7733,0.5,0.8868,0.5641,0.8379
135,16,47,7,5,0.84,0.7619,0.8704,0.7273,0.9206
136,11,52,7,5,0.84,0.6875,0.8814,0.6471,0.9206
137,16,48,4,7,0.8533,0.6957,0.9231,0.7442,0.9548
138,16,48,7,4,0.8533,0.8,0.8727,0.7442,0.9282
139,12,53,4,6,0.8667,0.6667,0.9298,0.7059,0.9561
140,19,50,4,2,0.92,0.9048,0.9259,0.8636,0.9409
141,12,47,4,12,0.7867,0.5,0.9216,0.6,0.8587
142,22,38,5,10,0.8,0.6875,0.8837,0.7458,0.9339
143,13,46,10,6,0.7867,0.6842,0.8214,0.619,0.9051
144,17,43,4,11,0.8,0.6071,0.9149,0.6939,0.8533
145,9,56,3,7,0.8667,0.5625,0.9492,0.6429,0.8708
146,8,46,10,11,0.72,0.4211,0.8214,0.4324,0.7782
147,15,49,5,6,0.8533,0.7143,0.9074,0.7317,0.873
148,19,49,3,4,0.9067,0.8261,0.9423,0.8444,0.9724
149,10,51,7,7,0.8133,0.5882,0.8793,0.5882,0.9087
150,17,47,7,4,0.8533,0.8095,0.8704,0.7556,0.9136
151,14,46,9,6,0.8,0.7,0.8364,0.6512,0.9127
152,17,50,4,4,0.8933,0.8095,0.9259,0.8095,0.9365
153,14,49,7,5,0.84,0.7368,0.875,0.7,0.9004
154,14,49,7,5,0.84,0.7368,0.875,0.7,0.9154
155,11,54,3,7,0.8667,0.6111,0.9474,0.6875,0.9688
