round,TP_0,TN_0,FP_0,FN_0,Accuracy_0,Sensitivity_0,Specificity_0,F1_0,AUC_0,TP_1,TN_1,FP_1,FN_1,Accuracy_1,Sensitivity_1,Specificity_1,F1_1,AUC_1,TP_2,TN_2,FP_2,FN_2,Accuracy_2,Sensitivity_2,Specificity_2,F1_2,AUC_2,TP_3,TN_3,FP_3,FN_3,Accuracy_3,Sensitivity_3,Specificity_3,F1_3,AUC_3,TP_4,TN_4,FP_4,FN_4,Accuracy_4,Sensitivity_4,Specificity_4,F1_4,AUC_4,TP_5,TN_5,FP_5,FN_5,Accuracy_5,Sensitivity_5,Specificity_5,F1_5,AUC_5,TP_6,TN_6,FP_6,FN_6,Accuracy_6,Sensitivity_6,Specificity_6,F1_6,AUC_6,TP_7,TN_7,FP_7,FN_7,Accuracy_7,Sensitivity_7,Specificity_7,F1_7,AUC_7,TP_8,TN_8,FP_8,FN_8,Accuracy_8,Sensitivity_8,Specificity_8,F1_8,AUC_8,TP_9,TN_9,FP_9,FN_9,Accuracy_9,Sensitivity_9,Specificity_9,F1_9,AUC_9,TP_10,TN_10,FP_10,FN_10,Accuracy_10,Sensitivity_10,Specificity_10,F1_10,AUC_10,TP_11,TN_11,FP_11,FN_11,Accuracy_11,Sensitivity_11,Specificity_11,F1_11,AUC_11
197,21,32,13,8,0.7162,0.7241,0.7111,0.6667,0.8421,21,34,11,8,0.7432,0.7241,0.7556,0.6885,0.8291,25,33,12,4,0.7838,0.8621,0.7333,0.7576,0.8667,24,36,9,5,0.8108,0.8276,0.8,0.7742,0.8682,26,33,12,3,0.7973,0.8966,0.7333,0.7761,0.9364,27,32,13,2,0.7973,0.931,0.7111,0.7826,0.8525,18,35,14,8,0.7067,0.6923,0.7143,0.6207,0.7936,21,38,11,5,0.7867,0.8077,0.7755,0.7241,0.8344,19,38,11,7,0.76,0.7308,0.7755,0.6786,0.8297,18,35,14,8,0.7067,0.6923,0.7143,0.6207,0.7967,21,38,11,5,0.7867,0.8077,0.7755,0.7241,0.8371,16,35,14,10,0.68,0.6154,0.7143,0.5714,0.7747
198,14,34,20,6,0.6486,0.7,0.6296,0.5185,0.6815,16,36,18,4,0.7027,0.8,0.6667,0.5926,0.813,18,38,16,2,0.7568,0.9,0.7037,0.6667,0.8546,17,39,15,3,0.7568,0.85,0.7222,0.6538,0.7907,20,47,7,0,0.9054,1.0,0.8704,0.8511,0.9398,18,36,18,2,0.7297,0.9,0.6667,0.6429,0.769,7,45,16,7,0.6933,0.5,0.7377,0.3784,0.7237,8,49,12,6,0.76,0.5714,0.8033,0.4706,0.7799,8,53,8,6,0.8133,0.5714,0.8689,0.5333,0.8255,7,50,11,7,0.76,0.5,0.8197,0.4375,0.7728,11,52,9,3,0.84,0.7857,0.8525,0.6471,0.8267,6,45,16,8,0.68,0.4286,0.7377,0.3333,0.719
199,15,31,18,10,0.6216,0.6,0.6327,0.5172,0.7012,15,33,16,10,0.6486,0.6,0.6735,0.5357,0.7282,16,34,15,9,0.6757,0.64,0.6939,0.5714,0.7233,15,34,15,10,0.6622,0.6,0.6939,0.5455,0.7233,19,35,14,6,0.7297,0.76,0.7143,0.6552,0.8514,17,32,17,8,0.6622,0.68,0.6531,0.5763,0.7135,13,44,12,6,0.76,0.6842,0.7857,0.5909,0.8261,12,50,6,7,0.8267,0.6316,0.8929,0.6486,0.8224,15,52,4,4,0.8933,0.7895,0.9286,0.7895,0.8882,11,47,9,8,0.7733,0.5789,0.8393,0.5641,0.8468,14,47,9,5,0.8133,0.7368,0.8393,0.6667,0.8712,12,45,11,7,0.76,0.6316,0.8036,0.5714,0.8228
200,15,28,14,17,0.5811,0.4688,0.6667,0.4918,0.6778,12,31,11,20,0.5811,0.375,0.7381,0.4364,0.7068,16,31,11,16,0.6351,0.5,0.7381,0.5424,0.6518,16,30,12,16,0.6216,0.5,0.7143,0.5333,0.6622,22,31,11,10,0.7162,0.6875,0.7381,0.6769,0.8185,21,29,13,11,0.6757,0.6562,0.6905,0.6364,0.6949,15,44,13,3,0.7867,0.8333,0.7719,0.6522,0.845,13,50,7,5,0.84,0.7222,0.8772,0.6842,0.8489,15,52,5,3,0.8933,0.8333,0.9123,0.7895,0.9025,13,44,13,5,0.76,0.7222,0.7719,0.5909,0.8626,14,50,7,4,0.8533,0.7778,0.8772,0.7179,0.8796,13,43,14,5,0.7467,0.7222,0.7544,0.5778,0.8255
201,14,34,14,12,0.6486,0.5385,0.7083,0.5185,0.7316,14,33,15,12,0.6351,0.5385,0.6875,0.5091,0.7011,18,35,13,8,0.7162,0.6923,0.7292,0.6316,0.7588,20,34,14,6,0.7297,0.7692,0.7083,0.6667,0.7684,22,38,10,4,0.8108,0.8462,0.7917,0.7586,0.8678,20,32,16,6,0.7027,0.7692,0.6667,0.6452,0.756,12,43,13,7,0.7333,0.6316,0.7679,0.5455,0.7867,13,46,10,6,0.7867,0.6842,0.8214,0.619,0.8139,13,49,7,6,0.8267,0.6842,0.875,0.6667,0.8477,12,44,12,7,0.7467,0.6316,0.7857,0.5581,0.7932,14,46,10,5,0.8,0.7368,0.8214,0.6512,0.8459,11,41,15,8,0.6933,0.5789,0.7321,0.4889,0.7726
202,18,22,23,11,0.5405,0.6207,0.4889,0.5143,0.623,18,23,22,11,0.5541,0.6207,0.5111,0.5217,0.6529,20,24,21,9,0.5946,0.6897,0.5333,0.5714,0.7042,20,21,24,9,0.5541,0.6897,0.4667,0.5479,0.6115,24,29,16,5,0.7162,0.8276,0.6444,0.6957,0.8582,23,20,25,6,0.5811,0.7931,0.4444,0.5974,0.6054,16,42,9,8,0.7733,0.6667,0.8235,0.6531,0.8513,18,46,5,6,0.8533,0.75,0.902,0.766,0.8685,19,46,5,5,0.8667,0.7917,0.902,0.7917,0.9028,17,43,8,7,0.8,0.7083,0.8431,0.6939,0.8668,19,45,6,5,0.8533,0.7917,0.8824,0.7755,0.8979,18,40,11,6,0.7733,0.75,0.7843,0.6792,0.8595
203,18,23,21,12,0.5541,0.6,0.5227,0.5217,0.547,15,25,19,15,0.5405,0.5,0.5682,0.4688,0.5629,15,24,20,15,0.527,0.5,0.5455,0.4615,0.6,15,24,20,15,0.527,0.5,0.5455,0.4615,0.5417,21,27,17,9,0.6486,0.7,0.6136,0.6176,0.7235,19,23,21,11,0.5676,0.6333,0.5227,0.5429,0.5697,13,38,13,11,0.68,0.5417,0.7451,0.52,0.79,16,40,11,8,0.7467,0.6667,0.7843,0.6275,0.8489,15,43,8,9,0.7733,0.625,0.8431,0.6383,0.8554,14,35,16,10,0.6533,0.5833,0.6863,0.5185,0.8031,22,42,9,2,0.8533,0.9167,0.8235,0.8,0.9028,12,35,16,12,0.6267,0.5,0.6863,0.4615,0.7827
204,14,29,19,12,0.5811,0.5385,0.6042,0.4746,0.6619,14,31,17,12,0.6081,0.5385,0.6458,0.4912,0.6827,16,29,19,10,0.6081,0.6154,0.6042,0.5246,0.7003,13,30,18,13,0.5811,0.5,0.625,0.4561,0.6715,21,36,12,5,0.7703,0.8077,0.75,0.7119,0.8654,20,29,19,6,0.6622,0.7692,0.6042,0.6154,0.6815,11,45,13,6,0.7467,0.6471,0.7759,0.5366,0.8651,14,50,8,3,0.8533,0.8235,0.8621,0.7179,0.9026,14,52,6,3,0.88,0.8235,0.8966,0.7568,0.928,13,48,10,4,0.8133,0.7647,0.8276,0.65,0.8945,16,49,9,1,0.8667,0.9412,0.8448,0.7619,0.9351,13,44,14,4,0.76,0.7647,0.7586,0.5909,0.8945
205,12,31,21,10,0.5811,0.5455,0.5962,0.4364,0.6801,12,36,16,10,0.6486,0.5455,0.6923,0.48,0.6792,14,35,17,8,0.6622,0.6364,0.6731,0.5283,0.7194,15,36,16,7,0.6892,0.6818,0.6923,0.566,0.7089,17,39,13,5,0.7568,0.7727,0.75,0.6538,0.8383,16,33,19,6,0.6622,0.7273,0.6346,0.5614,0.6853,10,39,15,11,0.6533,0.4762,0.7222,0.4348,0.6887,9,44,10,12,0.7067,0.4286,0.8148,0.45,0.6931,13,46,8,8,0.7867,0.619,0.8519,0.619,0.7857,9,43,11,12,0.6933,0.4286,0.7963,0.439,0.746,13,43,11,8,0.7467,0.619,0.7963,0.5778,0.7549,11,41,13,10,0.6933,0.5238,0.7593,0.4889,0.7134
206,20,26,17,11,0.6216,0.6452,0.6047,0.5882,0.7074,20,30,13,11,0.6757,0.6452,0.6977,0.625,0.7532,22,25,18,9,0.6351,0.7097,0.5814,0.6197,0.7772,24,24,19,7,0.6486,0.7742,0.5581,0.6486,0.7352,28,28,15,3,0.7568,0.9032,0.6512,0.7568,0.8485,23,24,19,8,0.6351,0.7419,0.5581,0.6301,0.7386,7,43,16,9,0.6667,0.4375,0.7288,0.359,0.607,8,46,13,8,0.72,0.5,0.7797,0.4324,0.6144,9,53,6,7,0.8267,0.5625,0.8983,0.5806,0.7023,7,44,15,9,0.68,0.4375,0.7458,0.3684,0.6367,10,52,7,6,0.8267,0.625,0.8814,0.6061,0.678,8,42,17,8,0.6667,0.5,0.7119,0.3902,0.6451
207,17,27,16,14,0.5946,0.5484,0.6279,0.5312,0.6984,19,29,14,12,0.6486,0.6129,0.6744,0.5938,0.7172,21,27,16,10,0.6486,0.6774,0.6279,0.6176,0.7247,20,25,18,11,0.6081,0.6452,0.5814,0.5797,0.7262,25,31,12,6,0.7568,0.8065,0.7209,0.7353,0.8425,23,25,18,8,0.6486,0.7419,0.5814,0.6389,0.7314,12,48,11,4,0.8,0.75,0.8136,0.6154,0.8453,12,54,5,4,0.88,0.75,0.9153,0.7273,0.9153,12,55,4,4,0.8933,0.75,0.9322,0.75,0.9131,12,48,11,4,0.8,0.75,0.8136,0.6154,0.8506,13,54,5,3,0.8933,0.8125,0.9153,0.7647,0.9206,9,48,11,7,0.76,0.5625,0.8136,0.5,0.8194
208,14,33,19,8,0.6351,0.6364,0.6346,0.5091,0.715,13,35,17,9,0.6486,0.5909,0.6731,0.5,0.7334,15,35,17,7,0.6757,0.6818,0.6731,0.5556,0.7701,16,35,17,6,0.6892,0.7273,0.6731,0.5818,0.7413,20,38,14,2,0.7838,0.9091,0.7308,0.7143,0.8558,15,32,20,7,0.6351,0.6818,0.6154,0.5263,0.7566,16,38,14,7,0.72,0.6957,0.7308,0.6038,0.8018,19,42,10,4,0.8133,0.8261,0.8077,0.7308,0.8478,18,44,8,5,0.8267,0.7826,0.8462,0.7347,0.857,17,41,11,6,0.7733,0.7391,0.7885,0.6667,0.8386,20,39,13,3,0.7867,0.8696,0.75,0.7143,0.8637,16,39,13,7,0.7333,0.6957,0.75,0.6154,0.8094
209,19,31,16,8,0.6757,0.7037,0.6596,0.6129,0.7628,22,33,14,5,0.7432,0.8148,0.7021,0.6984,0.8369,22,31,16,5,0.7162,0.8148,0.6596,0.6769,0.8069,19,32,15,8,0.6892,0.7037,0.6809,0.623,0.7526,23,37,10,4,0.8108,0.8519,0.7872,0.7667,0.8928,24,32,15,3,0.7568,0.8889,0.6809,0.7273,0.7699,16,40,10,9,0.7467,0.64,0.8,0.6275,0.7848,17,45,5,8,0.8267,0.68,0.9,0.7234,0.8,19,46,4,6,0.8667,0.76,0.92,0.7917,0.856,15,42,8,10,0.76,0.6,0.84,0.625,0.8248,18,43,7,7,0.8133,0.72,0.86,0.72,0.8504,17,40,10,8,0.76,0.68,0.8,0.6538,0.8096
210,15,27,18,14,0.5676,0.5172,0.6,0.4839,0.682,12,32,13,17,0.5946,0.4138,0.7111,0.4444,0.6674,15,32,13,14,0.6351,0.5172,0.7111,0.5263,0.6521,16,31,14,13,0.6351,0.5517,0.6889,0.5424,0.6398,19,30,15,10,0.6622,0.6552,0.6667,0.6032,0.8015,20,26,19,9,0.6216,0.6897,0.5778,0.5882,0.6471,10,44,12,9,0.72,0.5263,0.7857,0.4878,0.7726,9,47,9,10,0.7467,0.4737,0.8393,0.4865,0.7632,14,48,8,5,0.8267,0.7368,0.8571,0.6829,0.8214,8,47,9,11,0.7333,0.4211,0.8393,0.4444,0.7923,14,45,11,5,0.7867,0.7368,0.8036,0.6364,0.8017,10,44,12,9,0.72,0.5263,0.7857,0.4878,0.7773
211,12,29,21,12,0.5541,0.5,0.58,0.4211,0.6333,12,30,20,12,0.5676,0.5,0.6,0.4286,0.6458,15,32,18,9,0.6351,0.625,0.64,0.5263,0.6783,15,33,17,9,0.6486,0.625,0.66,0.5357,0.6708,19,33,17,5,0.7027,0.7917,0.66,0.6333,0.7908,16,30,20,8,0.6216,0.6667,0.6,0.5333,0.6492,13,41,10,11,0.72,0.5417,0.8039,0.5532,0.7353,13,45,6,11,0.7733,0.5417,0.8824,0.6047,0.7304,16,46,5,8,0.8267,0.6667,0.902,0.7111,0.7949,13,45,6,11,0.7733,0.5417,0.8824,0.6047,0.7753,16,44,7,8,0.8,0.6667,0.8627,0.6809,0.7729,14,42,9,10,0.7467,0.5833,0.8235,0.5957,0.7623
212,13,33,16,12,0.6216,0.52,0.6735,0.4815,0.7576,11,36,13,14,0.6351,0.44,0.7347,0.449,0.7339,15,34,15,10,0.6622,0.6,0.6939,0.5455,0.7453,16,36,13,9,0.7027,0.64,0.7347,0.5926,0.7412,20,37,12,5,0.7703,0.8,0.7551,0.7018,0.8531,16,35,14,9,0.6892,0.64,0.7143,0.5818,0.7331,15,30,23,7,0.6,0.6818,0.566,0.5,0.7015,16,39,14,6,0.7333,0.7273,0.7358,0.6154,0.7693,17,41,12,5,0.7733,0.7727,0.7736,0.6667,0.7787,16,33,20,6,0.6533,0.7273,0.6226,0.5517,0.759,19,38,15,3,0.76,0.8636,0.717,0.6786,0.7933,15,29,24,7,0.5867,0.6818,0.5472,0.4918,0.7118
213,16,38,9,11,0.7297,0.5926,0.8085,0.6154,0.7628,13,36,11,14,0.6622,0.4815,0.766,0.5098,0.7132,15,39,8,12,0.7297,0.5556,0.8298,0.6,0.7455,15,39,8,12,0.7297,0.5556,0.8298,0.6,0.7549,18,40,7,9,0.7838,0.6667,0.8511,0.6923,0.8211,19,37,10,8,0.7568,0.7037,0.7872,0.6786,0.7943,16,45,7,7,0.8133,0.6957,0.8654,0.6957,0.8211,19,45,7,4,0.8533,0.8261,0.8654,0.7755,0.8144,17,48,4,6,0.8667,0.7391,0.9231,0.7727,0.8411,17,46,6,6,0.84,0.7391,0.8846,0.7391,0.8462,19,45,7,4,0.8533,0.8261,0.8654,0.7755,0.837,17,44,8,6,0.8133,0.7391,0.8462,0.7083,0.8616
214,18,28,20,8,0.6216,0.6923,0.5833,0.5625,0.7396,18,35,13,8,0.7162,0.6923,0.7292,0.6316,0.758,19,32,16,7,0.6892,0.7308,0.6667,0.623,0.7732,20,32,16,6,0.7027,0.7692,0.6667,0.6452,0.7604,23,36,12,3,0.7973,0.8846,0.75,0.7541,0.8862,20,28,20,6,0.6486,0.7692,0.5833,0.6061,0.738,12,40,11,12,0.6933,0.5,0.7843,0.5106,0.7884,15,45,6,9,0.8,0.625,0.8824,0.6667,0.7819,15,49,2,9,0.8533,0.625,0.9608,0.7317,0.8775,12,44,7,12,0.7467,0.5,0.8627,0.5581,0.8489,17,49,2,7,0.88,0.7083,0.9608,0.7907,0.8938,13,43,8,11,0.7467,0.5417,0.8431,0.5778,0.81
215,18,35,14,7,0.7162,0.72,0.7143,0.6316,0.8237,17,36,13,8,0.7162,0.68,0.7347,0.6182,0.8049,17,35,14,8,0.7027,0.68,0.7143,0.6071,0.7796,17,34,15,8,0.6892,0.68,0.6939,0.5965,0.7535,18,39,10,7,0.7703,0.72,0.7959,0.6792,0.8816,21,32,17,4,0.7162,0.84,0.6531,0.6667,0.7735,13,40,10,12,0.7067,0.52,0.8,0.5417,0.7888,14,42,8,11,0.7467,0.56,0.84,0.5957,0.7896,17,42,8,8,0.7867,0.68,0.84,0.68,0.8328,14,40,10,11,0.72,0.56,0.8,0.5714,0.8256,18,41,9,7,0.7867,0.72,0.82,0.6923,0.82,14,39,11,11,0.7067,0.56,0.78,0.56,0.8088
216,13,34,15,12,0.6351,0.52,0.6939,0.4906,0.6612,14,36,13,11,0.6757,0.56,0.7347,0.5385,0.6702,15,34,15,10,0.6622,0.6,0.6939,0.5455,0.68,16,34,15,9,0.6757,0.64,0.6939,0.5714,0.7012,20,34,15,5,0.7297,0.8,0.6939,0.6667,0.8188,16,32,17,9,0.6486,0.64,0.6531,0.5517,0.7171,10,48,9,8,0.7733,0.5556,0.8421,0.5405,0.8596,9,52,5,9,0.8133,0.5,0.9123,0.5625,0.8207,13,52,5,5,0.8667,0.7222,0.9123,0.7222,0.8986,9,50,7,9,0.7867,0.5,0.8772,0.5294,0.8791,13,50,7,5,0.84,0.7222,0.8772,0.6842,0.8733,11,48,9,7,0.7867,0.6111,0.8421,0.5789,0.845
217,11,36,17,10,0.6351,0.5238,0.6792,0.449,0.7044,11,38,15,10,0.6622,0.5238,0.717,0.4681,0.7215,14,39,14,7,0.7162,0.6667,0.7358,0.5714,0.7376,13,38,15,8,0.6892,0.619,0.717,0.5306,0.6748,17,42,11,4,0.7973,0.8095,0.7925,0.6939,0.8212,15,38,15,6,0.7162,0.7143,0.717,0.5882,0.7129,14,43,12,6,0.76,0.7,0.7818,0.6087,0.7391,14,45,10,6,0.7867,0.7,0.8182,0.6364,0.7418,16,49,6,4,0.8667,0.8,0.8909,0.7619,0.8064,14,44,11,6,0.7733,0.7,0.8,0.6222,0.7827,14,49,6,6,0.84,0.7,0.8909,0.7,0.7873,14,43,12,6,0.76,0.7,0.7818,0.6087,0.7959
218,17,32,13,12,0.6622,0.5862,0.7111,0.5763,0.7847,17,35,10,12,0.7027,0.5862,0.7778,0.6071,0.7954,19,35,10,10,0.7297,0.6552,0.7778,0.6552,0.8054,20,34,11,9,0.7297,0.6897,0.7556,0.6667,0.7854,23,37,8,6,0.8108,0.7931,0.8222,0.7667,0.8866,24,31,14,5,0.7432,0.8276,0.6889,0.7164,0.7977,15,37,17,6,0.6933,0.7143,0.6852,0.566,0.7998,15,43,11,6,0.7733,0.7143,0.7963,0.6383,0.8254,16,46,8,5,0.8267,0.7619,0.8519,0.7111,0.8704,14,44,10,7,0.7733,0.6667,0.8148,0.6222,0.8377,16,45,9,5,0.8133,0.7619,0.8333,0.6957,0.866,13,39,15,8,0.6933,0.619,0.7222,0.5306,0.7941
219,15,29,18,12,0.5946,0.5556,0.617,0.5,0.7155,14,33,14,13,0.6351,0.5185,0.7021,0.5091,0.7061,18,32,15,9,0.6757,0.6667,0.6809,0.6,0.7368,20,32,15,7,0.7027,0.7407,0.6809,0.6452,0.7163,21,34,13,6,0.7432,0.7778,0.7234,0.6885,0.8392,19,30,17,8,0.6622,0.7037,0.6383,0.6032,0.7029,16,41,13,5,0.76,0.7619,0.7593,0.64,0.7937,17,46,8,4,0.84,0.8095,0.8519,0.7391,0.776,16,47,7,5,0.84,0.7619,0.8704,0.7273,0.8254,15,46,8,6,0.8133,0.7143,0.8519,0.6818,0.8342,17,44,10,4,0.8133,0.8095,0.8148,0.7083,0.8263,16,41,13,5,0.76,0.7619,0.7593,0.64,0.8157
220,14,35,16,9,0.6622,0.6087,0.6863,0.5283,0.7374,11,40,11,12,0.6892,0.4783,0.7843,0.4889,0.7255,16,36,15,7,0.7027,0.6957,0.7059,0.5926,0.7434,17,35,16,6,0.7027,0.7391,0.6863,0.6071,0.7698,18,39,12,5,0.7703,0.7826,0.7647,0.6792,0.8576,18,32,19,5,0.6757,0.7826,0.6275,0.6,0.7383,12,43,10,10,0.7333,0.5455,0.8113,0.5455,0.7324,12,44,9,10,0.7467,0.5455,0.8302,0.5581,0.741,14,47,6,8,0.8133,0.6364,0.8868,0.6667,0.7882,11,43,10,11,0.72,0.5,0.8113,0.5116,0.7539,14,46,7,8,0.8,0.6364,0.8679,0.6512,0.7967,12,43,10,10,0.7333,0.5455,0.8113,0.5455,0.7316
221,18,31,15,10,0.6622,0.6429,0.6739,0.5902,0.7259,18,32,14,10,0.6757,0.6429,0.6957,0.6,0.7189,22,31,15,6,0.7162,0.7857,0.6739,0.6769,0.75,21,32,14,7,0.7162,0.75,0.6957,0.6667,0.7407,23,35,11,5,0.7838,0.8214,0.7609,0.7419,0.8525,23,30,16,5,0.7162,0.8214,0.6522,0.6866,0.712,15,45,8,7,0.8,0.6818,0.8491,0.6667,0.8611,16,47,6,6,0.84,0.7273,0.8868,0.7273,0.8508,18,47,6,4,0.8667,0.8182,0.8868,0.7826,0.8765,16,47,6,6,0.84,0.7273,0.8868,0.7273,0.8842,18,45,8,4,0.84,0.8182,0.8491,0.75,0.8769,16,45,8,6,0.8133,0.7273,0.8491,0.6957,0.8744
222,14,35,22,3,0.6622,0.8235,0.614,0.5283,0.7977,12,39,18,5,0.6892,0.7059,0.6842,0.5106,0.7802,12,36,21,5,0.6486,0.7059,0.6316,0.48,0.7874,12,38,19,5,0.6757,0.7059,0.6667,0.5,0.7895,13,43,14,4,0.7568,0.7647,0.7544,0.5909,0.8658,14,35,22,3,0.6622,0.8235,0.614,0.5283,0.7807,12,37,15,11,0.6533,0.5217,0.7115,0.48,0.7115,14,43,9,9,0.76,0.6087,0.8269,0.6087,0.6764,14,44,8,9,0.7733,0.6087,0.8462,0.6222,0.7299,12,41,11,11,0.7067,0.5217,0.7885,0.5217,0.7324,16,40,12,7,0.7467,0.6957,0.7692,0.6275,0.76,13,38,14,10,0.68,0.5652,0.7308,0.52,0.6977
223,18,31,14,11,0.6622,0.6207,0.6889,0.5902,0.7908,25,34,11,4,0.7973,0.8621,0.7556,0.7692,0.895,26,33,12,3,0.7973,0.8966,0.7333,0.7761,0.9157,22,33,12,7,0.7432,0.7586,0.7333,0.6984,0.8268,28,35,10,1,0.8514,0.9655,0.7778,0.8358,0.9471,27,32,13,2,0.7973,0.931,0.7111,0.7826,0.8157,11,44,13,7,0.7333,0.6111,0.7719,0.5238,0.8236,13,51,6,5,0.8533,0.7222,0.8947,0.7027,0.8704,14,52,5,4,0.88,0.7778,0.9123,0.7568,0.885,12,50,7,6,0.8267,0.6667,0.8772,0.6486,0.8528,16,49,8,2,0.8667,0.8889,0.8596,0.7619,0.886,11,46,11,7,0.76,0.6111,0.807,0.55,0.8333
224,15,32,17,10,0.6351,0.6,0.6531,0.5263,0.7967,15,33,16,10,0.6486,0.6,0.6735,0.5357,0.8073,16,35,14,9,0.6892,0.64,0.7143,0.5818,0.8327,19,36,13,6,0.7432,0.76,0.7347,0.6667,0.8131,22,37,12,3,0.7973,0.88,0.7551,0.7458,0.9249,18,33,16,7,0.6892,0.72,0.6735,0.6102,0.8049,17,38,15,5,0.7333,0.7727,0.717,0.6296,0.8516,19,42,11,3,0.8133,0.8636,0.7925,0.7308,0.8894,19,46,7,3,0.8667,0.8636,0.8679,0.7917,0.9091,18,43,10,4,0.8133,0.8182,0.8113,0.72,0.8851,21,46,7,1,0.8933,0.9545,0.8679,0.84,0.9048,16,38,15,6,0.72,0.7273,0.717,0.6038,0.8319
225,20,28,16,10,0.6486,0.6667,0.6364,0.6061,0.7636,17,33,11,13,0.6757,0.5667,0.75,0.5862,0.7644,20,29,15,10,0.6622,0.6667,0.6591,0.6154,0.7583,21,29,15,9,0.6757,0.7,0.6591,0.6364,0.7553,23,30,14,7,0.7162,0.7667,0.6818,0.6866,0.8424,25,27,17,5,0.7027,0.8333,0.6136,0.6944,0.7568,20,33,15,7,0.7067,0.7407,0.6875,0.6452,0.821,19,43,5,8,0.8267,0.7037,0.8958,0.7451,0.841,22,44,4,5,0.88,0.8148,0.9167,0.8302,0.902,18,36,12,9,0.72,0.6667,0.75,0.6316,0.8449,23,39,9,4,0.8267,0.8519,0.8125,0.7797,0.9032,18,33,15,9,0.68,0.6667,0.6875,0.6,0.8202
226,19,34,10,11,0.7162,0.6333,0.7727,0.6441,0.8356,20,36,8,10,0.7568,0.6667,0.8182,0.6897,0.8333,21,35,9,9,0.7568,0.7,0.7955,0.7,0.8311,24,37,7,6,0.8243,0.8,0.8409,0.7869,0.8348,26,35,9,4,0.8243,0.8667,0.7955,0.8,0.9098,23,34,10,7,0.7703,0.7667,0.7727,0.7302,0.8402,13,42,12,8,0.7333,0.619,0.7778,0.5652,0.7698,14,46,8,7,0.8,0.6667,0.8519,0.6512,0.7787,17,47,7,4,0.8533,0.8095,0.8704,0.7556,0.828,14,43,11,7,0.76,0.6667,0.7963,0.6087,0.7875,15,43,11,6,0.7733,0.7143,0.7963,0.6383,0.7937,16,40,14,5,0.7467,0.7619,0.7407,0.6275,0.7707
227,17,33,12,12,0.6757,0.5862,0.7333,0.5862,0.7831,20,34,11,9,0.7297,0.6897,0.7556,0.6667,0.8138,21,33,12,8,0.7297,0.7241,0.7333,0.6774,0.7916,21,32,13,8,0.7162,0.7241,0.7111,0.6667,0.7808,24,35,10,5,0.7973,0.8276,0.7778,0.7619,0.8705,22,31,14,7,0.7162,0.7586,0.6889,0.6769,0.7793,13,45,7,10,0.7733,0.5652,0.8654,0.6047,0.8403,17,50,2,6,0.8933,0.7391,0.9615,0.8095,0.8746,19,51,1,4,0.9333,0.8261,0.9808,0.8837,0.9156,17,47,5,6,0.8533,0.7391,0.9038,0.7556,0.8746,18,49,3,5,0.8933,0.7826,0.9423,0.8182,0.8963,16,45,7,7,0.8133,0.6957,0.8654,0.6957,0.8595
228,13,34,18,9,0.6351,0.5909,0.6538,0.4906,0.708,13,38,14,9,0.6892,0.5909,0.7308,0.5306,0.6923,16,37,15,6,0.7162,0.7273,0.7115,0.6038,0.7684,16,41,11,6,0.7703,0.7273,0.7885,0.6531,0.7596,20,39,13,2,0.7973,0.9091,0.75,0.7273,0.8934,16,33,19,6,0.6622,0.7273,0.6346,0.5614,0.736,14,39,13,9,0.7067,0.6087,0.75,0.56,0.8211,17,42,10,6,0.7867,0.7391,0.8077,0.68,0.8746,19,45,7,4,0.8533,0.8261,0.8654,0.7755,0.888,17,41,11,6,0.7733,0.7391,0.7885,0.6667,0.8528,20,44,8,3,0.8533,0.8696,0.8462,0.7843,0.9018,16,40,12,7,0.7467,0.6957,0.7692,0.6275,0.8294
229,14,29,19,12,0.5811,0.5385,0.6042,0.4746,0.6731,17,32,16,9,0.6622,0.6538,0.6667,0.5763,0.6819,18,26,22,8,0.5946,0.6923,0.5417,0.5455,0.6907,16,30,18,10,0.6216,0.6154,0.625,0.5333,0.6691,19,32,16,7,0.6892,0.7308,0.6667,0.623,0.7925,20,30,18,6,0.6757,0.7692,0.625,0.625,0.6959,20,41,7,7,0.8133,0.7407,0.8542,0.7407,0.8627,21,45,3,6,0.88,0.7778,0.9375,0.8235,0.8758,21,47,1,6,0.9067,0.7778,0.9792,0.8571,0.9066,20,42,6,7,0.8267,0.7407,0.875,0.7547,0.8773,22,45,3,5,0.8933,0.8148,0.9375,0.8462,0.9035,19,40,8,8,0.7867,0.7037,0.8333,0.7037,0.865
230,17,32,17,8,0.6622,0.68,0.6531,0.5763,0.7543,18,35,14,7,0.7162,0.72,0.7143,0.6316,0.769,18,36,13,7,0.7297,0.72,0.7347,0.6429,0.7918,18,33,16,7,0.6892,0.72,0.6735,0.6102,0.7624,20,37,12,5,0.7703,0.8,0.7551,0.7018,0.8702,21,31,18,4,0.7027,0.84,0.6327,0.6562,0.7592,14,40,13,8,0.72,0.6364,0.7547,0.5714,0.759,13,46,7,9,0.7867,0.5909,0.8679,0.619,0.7967,16,49,4,6,0.8667,0.7273,0.9245,0.7619,0.8568,13,44,9,9,0.76,0.5909,0.8302,0.5909,0.8036,17,46,7,5,0.84,0.7727,0.8679,0.7391,0.8649,11,40,13,11,0.68,0.5,0.7547,0.4783,0.7543
